3471.393191,3476.517350
3483.936735,3490.605917
3491.588963,3501.181095
3502.126457,3509.169994
3513.313991,3516.313991
3516.355941,3526.728518
3528.084432,3545.348624
3545.393550,3548.884427
3548.937781,3552.415270
3552.942148,3557.334453
3557.595563,3564.127398
3568.428079,3573.053427
3575.170944,3579.716463
3580.893877,3583.893877
3584.581900,3591.392891
3594.844206,3597.844206
3598.091432,3603.979077
3604.241178,3646.262432
3648.993794,3657.957702
3659.074127,3669.853785
3670.178361,3674.827510
3675.074736,3680.328803
3681.248878,3685.492433
3689.474787,3693.184328
3700.015752,3705.596575
3707.005048,3712.715284
3715.013285,3718.504163
3719.755355,3724.378720
3726.538383,3731.663534
3731.697551,3763.528892
3765.599305,3768.933002
3773.606550,3776.606550
3776.890964,3783.067782
3784.314116,3789.504221
3792.644151,3797.551629
3798.326920,3806.076032
3809.124232,3831.792535
3840.736118,3843.736118
3843.928306,3855.283132
3860.357812,3863.572013
3863.852460,3867.055752
3869.090465,3875.705601
3878.788014,3890.096232
3890.194211,3913.539329
3913.737963,3920.167657
3921.076327,3926.833668
3927.306995,3930.526650
3933.193057,3959.927706
3962.106111,3965.320808
3968.364049,3971.364049
3977.596009,3984.699047
3985.439629,3990.610396
3996.481883,4015.417041
4019.773751,4042.108357
4042.922323,4047.216949
4050.984606,4065.341716
4065.427796,4074.704080
4075.119394,4080.819218
4082.198336,4085.198336
4088.142907,4108.646392
4109.653238,4114.816568
4115.044456,4120.137873
